,mz,diagIonsInChian,diagIonsInRing,characteristicMass
LMST04010317_11-12_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010318_2-3_0_0_chain,400.2846,"342.2791,324.2686",,"342.2791,324.2686"
LMST04010318_7-8_0_0_ring,400.2846,,"369.2424,351.2318,333.2213","369.2424,351.2318,333.2213"
LMST04010318_13-14_0_0_ring,400.2846,,"369.2424,351.2318,333.2213","369.2424,351.2318,333.2213"
LMST04010319_11-12_0_0_ring,404.3159,,"373.2737,355.2631,337.2526","373.2737,355.2631,337.2526"
LMST04010320_2-3_0_0_chain,402.3003,"344.2948,326.2842",,"344.2948,326.2842"
LMST04010320_13-14_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010321_2-3_0_0_chain,402.3003,"344.2948,326.2842",,"344.2948,326.2842"
LMST04010321_13-14_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010322_13-14_0_0_ring,404.3159,,"373.2737,355.2631,337.2526","373.2737,355.2631,337.2526"
LMST04010324_2-3_0_0_chain,404.3159,"346.3104,328.2999",,"346.3104,328.2999"
LMST04010325_14-15_0_0_ring,412.2482,,"381.206,363.1955","381.206,363.1955"
LMST04010325_18-19_0_0_ring,412.2482,,"381.206,363.1955","381.206,363.1955"
LMST04010325_22-23_0_0_ring,412.2482,,"381.206,363.1955","381.206,363.1955"
LMST04010326_10-11_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010326_22-23_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010327_10-11_0_0_ring,384.2897,,"353.2475,335.2369","353.2475,335.2369"
LMST04010327_15-16_0_0_ring,384.2897,,"353.2475,335.2369","353.2475,335.2369"
LMST04010327_22-23_0_0_ring,384.2897,,"353.2475,335.2369","353.2475,335.2369"
LMST04010328_11-12_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010328_21-22_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010329_10-11_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010329_23-24_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010330_11-12_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010330_22-23_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010331_10-11_0_0_ring,400.2846,,"369.2424,351.2318","369.2424,351.2318"
LMST04010331_23-24_0_0_ring,400.2846,,"369.2424,351.2318","369.2424,351.2318"
LMST04010332_11-12_0_0_ring,400.2846,,"369.2424,351.2318","369.2424,351.2318"
LMST04010332_22-23_0_0_ring,400.2846,,"369.2424,351.2318","369.2424,351.2318"
LMST04010333_11-12_0_0_ring,400.2846,,"369.2424,351.2318","369.2424,351.2318"
LMST04010333_23-24_0_0_ring,400.2846,,"369.2424,351.2318","369.2424,351.2318"
LMST04010334_12-13_0_0_ring,404.3159,,"373.2737,355.2631,337.2526","373.2737,355.2631,337.2526"
LMST04010335_13-14_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010336_22-23_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010340_2-3_0_0_chain,402.3003,"344.2948,326.2842",,"344.2948,326.2842"
LMST04010340_7-8_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010341_2-3_0_0_chain,400.2846,"342.2791,324.2686",,"342.2791,324.2686"
LMST04010341_7-8_0_0_ring,400.2846,,"369.2424,351.2318,333.2213","369.2424,351.2318,333.2213"
LMST04010341_13-14_0_0_ring,400.2846,,"369.2424,351.2318,333.2213","369.2424,351.2318,333.2213"
LMST04010342_2-3_0_0_chain,416.2795,"358.274,340.2635,322.2529",,"358.274,340.2635,322.2529"
LMST04010342_7-8_0_0_ring,416.2795,,"385.2373,367.2268,349.2162","385.2373,367.2268,349.2162"
LMST04010342_13-14_0_0_ring,416.2795,,"385.2373,367.2268,349.2162","385.2373,367.2268,349.2162"
LMST04010347_9-10_0_0_ring,420.3108,,"389.2686,371.2581,353.2475","389.2686,371.2581,353.2475"
LMST04010348_9-10_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010348_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010349_9-10_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010349_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010350_24-25_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010351_12-13_0_0_ring,416.2795,,"385.2373,367.2268","385.2373,367.2268"
LMST04010357_11-12_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010358_11-12_0_0_ring,436.3057,,"405.2635,387.253,369.2424","405.2635,387.253,369.2424"
LMST04010359_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010360_11-12_0_0_ring,416.2795,,"385.2373,367.2268","385.2373,367.2268"
LMST04010361_14-15_0_0_ring,416.2795,,"385.2373,367.2268","385.2373,367.2268"
LMST04010362_19-20_0_0_ring,430.2588,,"399.2166,381.206","399.2166,381.206"
LMST04010363_15-16_0_0_ring,430.2588,,"399.2166,381.206","399.2166,381.206"
LMST04010364_14-15_0_0_ring,430.2588,,"399.2166,381.206","399.2166,381.206"
LMST04010365_15-16_0_0_ring,428.2431,,"397.2009,379.1904","397.2009,379.1904"
LMST04010365_19-20_0_0_ring,428.2431,,"397.2009,379.1904","397.2009,379.1904"
LMST04010366_14-15_0_0_ring,428.2431,,"397.2009,379.1904","397.2009,379.1904"
LMST04010366_19-20_0_0_ring,428.2431,,"397.2009,379.1904","397.2009,379.1904"
LMST04010367_22-23_0_0_ring,420.3108,,"389.2686,371.2581,353.2475","389.2686,371.2581,353.2475"
LMST04010369_22-23_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010376_11-12_0_0_ring,402.3003,,"371.2581,353.2475","371.2581,353.2475"
LMST04010377_10-11_0_0_ring,402.3003,,"371.2581,353.2475","371.2581,353.2475"
LMST04010379_12-13_0_0_ring,402.3003,,"371.2581,353.2475","371.2581,353.2475"
LMST04010380_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010381_10-11_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010382_10-11_0_0_ring,416.2795,,"385.2373,367.2268","385.2373,367.2268"
LMST04010384_11-12_0_0_ring,416.2795,,"385.2373,367.2268,349.2162","385.2373,367.2268,349.2162"
LMST04010384_22-23_0_0_ring,416.2795,,"385.2373,367.2268,349.2162","385.2373,367.2268,349.2162"
LMST04010387_12-13_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010388_15-16_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010388_22-23_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010389_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010391_20-21_0_0_ring,430.2588,,"399.2166,381.206,363.1955","399.2166,381.206,363.1955"
LMST04010391_24-25_0_0_ring,430.2588,,"399.2166,381.206,363.1955","399.2166,381.206,363.1955"
LMST04010392_12-13_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010393_12-13_0_0_ring,414.2639,,"383.2217,365.2111,347.2005","383.2217,365.2111,347.2005"
LMST04010393_14-15_0_0_ring,414.2639,,"383.2217,365.2111,347.2005","383.2217,365.2111,347.2005"
LMST04010393_18-19_0_0_ring,414.2639,,"383.2217,365.2111,347.2005","383.2217,365.2111,347.2005"
LMST04010394_14-15_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010395_21-22_0_0_ring,420.3108,,"389.2686,371.2581,353.2475","389.2686,371.2581,353.2475"
LMST04010396_12-13_0_0_ring,414.2639,,"383.2217,365.2111","383.2217,365.2111"
LMST04010396_14-15_0_0_ring,414.2639,,"383.2217,365.2111","383.2217,365.2111"
LMST04010399_14-15_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010400_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010400_22-23_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010401_11-12_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010401_22-23_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010402_12-13_0_0_ring,436.3057,,"405.2635,387.253,369.2424","405.2635,387.253,369.2424"
LMST04010403_12-13_0_0_ring,436.3057,,"405.2635,387.253,369.2424","405.2635,387.253,369.2424"
LMST04010404_13-14_0_0_ring,420.3108,,"389.2686,371.2581,353.2475","389.2686,371.2581,353.2475"
LMST04010405_11-12_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010406_15-16_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010407_2-3_0_0_chain,414.2639,"356.2584,338.2478",,"356.2584,338.2478"
LMST04010407_14-15_0_0_ring,414.2639,,"383.2217,365.2111,347.2005","383.2217,365.2111,347.2005"
LMST04010407_18-19_0_0_ring,414.2639,,"383.2217,365.2111,347.2005","383.2217,365.2111,347.2005"
LMST04010408_11-12_0_0_ring,402.3003,,"371.2581,353.2475","371.2581,353.2475"
LMST04010413_12-13_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010416_24-25_0_0_ring,432.2744,,"401.2322,383.2217,365.2111","401.2322,383.2217,365.2111"
LMST04010429_12-13_0_0_ring,398.269,,"367.2268,349.2162","367.2268,349.2162"
LMST04010429_14-15_0_0_ring,398.269,,"367.2268,349.2162","367.2268,349.2162"
LMST04010429_18-19_0_0_ring,398.269,,"367.2268,349.2162","367.2268,349.2162"
LMST04010430_15-16_0_0_ring,418.2952,,"387.253,369.2424,351.2318","387.253,369.2424,351.2318"
LMST04010433_11-12_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010433_13-14_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010434_14-15_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010435_18-20_0_0_ring,434.2901,,"403.2479,385.2373,367.2268","403.2479,385.2373,367.2268"
LMST04010436_7-8_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010436_13-14_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010437_7-8_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010437_13-14_0_0_ring,402.3003,,"371.2581,353.2475,335.2369","371.2581,353.2475,335.2369"
LMST04010438_7-8_0_0_ring,420.3108,,"389.2686,371.2581,353.2475","389.2686,371.2581,353.2475"
LMST04010442_12-13_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010442_14-15_0_0_ring,386.3053,,"355.2631,337.2526","355.2631,337.2526"
LMST04010450_4-5_0_0_chain,570.3459,"500.2676,482.2571,464.2465,100.1121",,"500.2676,482.2571,464.2465,100.1121"
LMST04010451_24-25_0_0_chain,590.3146,"500.2676,482.2571,464.2465,120.0808",,"500.2676,482.2571,464.2465,120.0808"
LMST04010452_24-25_0_0_chain,590.3146,"500.2676,482.2571,464.2465,120.0808",,"500.2676,482.2571,464.2465,120.0808"
LMST04010453_1-2_0_0_chain,528.2989,"500.2676,482.2571,464.2465",,"500.2676,482.2571,464.2465"
LMST04010455_15-16_0_0_ring,480.2414,,449.1992,449.1992
LMST04010455_17-18_0_0_ring,480.2414,,449.1992,449.1992
LMST04010458_15-16_0_0_ring,432.2744,,"401.2322,383.2217,365.2111","401.2322,383.2217,365.2111"
LMST04010458_19-20_0_0_ring,432.2744,,"401.2322,383.2217,365.2111","401.2322,383.2217,365.2111"
LMST04010463_4-5_0_0_chain,470.2901,"102.055,398.269",,"102.055,398.269"
LMST04010463_15-16_0_0_ring,470.2901,,439.2479,439.2479
LMST04010463_19-20_0_0_ring,470.2901,,439.2479,439.2479
LMST04010464_4-5_0_0_chain,428.2795,"102.055,356.2584,338.2478",,"102.055,356.2584,338.2478"
LMST04010464_15-16_0_0_ring,428.2795,,"397.2373,379.2268","397.2373,379.2268"
LMST04010464_19-20_0_0_ring,428.2795,,"397.2373,379.2268","397.2373,379.2268"
LMST04010465_4-5_0_0_chain,428.2795,"102.055,356.2584,338.2478",,"102.055,356.2584,338.2478"
LMST04010465_15-16_0_0_ring,428.2795,,"397.2373,379.2268","397.2373,379.2268"
LMST04010465_19-20_0_0_ring,428.2795,,"397.2373,379.2268","397.2373,379.2268"
LMST04010466_4-5_0_0_chain,470.2901,"102.055,398.269",,"102.055,398.269"
LMST04010466_15-16_0_0_ring,470.2901,,439.2479,439.2479
LMST04010466_19-20_0_0_ring,470.2901,,439.2479,439.2479
LMST04020042_12-13_0_0_ring,432.3472,,"401.305,383.2944,365.2839","401.305,383.2944,365.2839"
LMST04030036_0-1_0_0_chain,448.3785,"434.3628,416.3523,398.3417",,"434.3628,416.3523,398.3417"
LMST04030059_1-2_0_0_chain,462.3578,"102.055,390.3366,372.3261,354.3155",,"102.055,390.3366,372.3261,354.3155"
LMST04030060_2-3_0_0_chain,462.3578,"116.0706,376.321,358.3104,340.2999",,"116.0706,376.321,358.3104,340.2999"
LMST04030064_1-2_0_0_chain,478.3527,"102.055,406.3316,388.321,370.3104",,"102.055,406.3316,388.321,370.3104"
LMST04030065_2-3_0_0_chain,478.3527,"116.0706,392.3159,374.3053,356.2948",,"116.0706,392.3159,374.3053,356.2948"
LMST04030072_13-14_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030077_16-17_0_0_ring,464.3734,,"433.3312,415.3207,397.3101","433.3312,415.3207,397.3101"
LMST04030078_16-17_0_0_ring,464.3734,,"433.3312,415.3207,397.3101","433.3312,415.3207,397.3101"
LMST04030080_16-17_0_0_ring,464.3734,,"433.3312,415.3207,397.3101","433.3312,415.3207,397.3101"
LMST04030081_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030082_17-18_0_0_ring,480.3683,,"449.3261,431.3156,413.305","449.3261,431.3156,413.305"
LMST04030083_17-18_0_0_ring,464.3734,,"433.3312,415.3207,397.3101","433.3312,415.3207,397.3101"
LMST04030084_17-18_0_0_ring,480.3683,,"449.3261,431.3156,413.305","449.3261,431.3156,413.305"
LMST04030088_1-2_0_0_chain,464.3734,"434.3628,416.3523,398.3417",,"434.3628,416.3523,398.3417"
LMST04030089_0-1_0_0_chain,448.3785,"434.3628,416.3523,398.3417",,"434.3628,416.3523,398.3417"
LMST04030095_0-1_0_0_chain,464.3734,"450.3578,432.3472,414.3366",,"450.3578,432.3472,414.3366"
LMST04030097_0-1_0_0_chain,464.3734,"450.3578,432.3472,414.3366",,"450.3578,432.3472,414.3366"
LMST04030105_26-27_0_0_ring,462.3578,,"431.3156,413.305,395.2944","431.3156,413.305,395.2944"
LMST04030107_25-26_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030108_1-2_0_0_chain,464.3734,"434.3628,416.3523,398.3417",,"434.3628,416.3523,398.3417"
LMST04030114_25-26_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030115_1-3_0_0_chain,432.3836,"390.3366,372.3261,354.3155",,"390.3366,372.3261,354.3155"
LMST04030116_0-1_0_0_chain,432.3836,"418.3679,400.3574,382.3468",,"418.3679,400.3574,382.3468"
LMST04030119_1-3_0_0_chain,416.3887,"374.3417,356.3312",,"374.3417,356.3312"
LMST04030120_0-1_0_0_chain,416.3887,"402.373,384.3625",,"402.373,384.3625"
LMST04030123_24-25_0_0_ring,430.3679,,"399.3257,381.3152","399.3257,381.3152"
LMST04030124_15-16_0_0_ring,430.3679,,"399.3257,381.3152","399.3257,381.3152"
LMST04030126_16-17_0_0_ring,430.3679,,"399.3257,381.3152","399.3257,381.3152"
LMST04030128_1-2_0_0_chain,494.3476,"102.055,422.3265,404.3159,386.3053",,"102.055,422.3265,404.3159,386.3053"
LMST04030137_25-26_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030142_1-2_0_0_chain,462.3578,"102.055,390.3366,372.3261,354.3155",,"102.055,390.3366,372.3261,354.3155"
LMST04030143_1-2_0_0_chain,462.3578,"102.055,390.3366,372.3261,354.3155",,"102.055,390.3366,372.3261,354.3155"
LMST04030145_1-2_0_0_chain,446.3628,"102.055,374.3417,356.3312",,"102.055,374.3417,356.3312"
LMST04030148_24-25_0_0_ring,462.3578,,"431.3156,413.305,395.2944","431.3156,413.305,395.2944"
LMST04030149_23-24_0_0_ring,460.3421,,"429.2999,411.2894,393.2788","429.2999,411.2894,393.2788"
LMST04030150_24-25_0_0_ring,476.337,,"445.2948,427.2843,409.2737","445.2948,427.2843,409.2737"
LMST04030157_25-26_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030158_26-27_0_0_ring,462.3578,,"431.3156,413.305,395.2944","431.3156,413.305,395.2944"
LMST04030163_10-11_0_0_chain,446.3628,"306.2791,288.2686,170.1176,152.107,134.0964",,"306.2791,288.2686,170.1176,152.107,134.0964"
LMST04030163_12-13_0_0_chain,446.3628,"144.1019,126.0913,108.0808,332.2948,314.2842",,"144.1019,126.0913,108.0808,332.2948,314.2842"
LMST04030163_2-3_0_0_chain,446.3628,"346.274,328.2635,310.2529,130.1226,112.1121",,"346.274,328.2635,310.2529,130.1226,112.1121"
LMST04030165_15-16_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030166_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030168_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030170_25-26_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030171_26-27_0_0_ring,462.3578,,"431.3156,413.305,395.2944","431.3156,413.305,395.2944"
LMST04030174_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030175_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030176_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030178_26-27_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030179_16-17_0_0_ring,448.3785,,"417.3363,399.3257,381.3152","417.3363,399.3257,381.3152"
LMST04030180_16-17_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030186_2-3_0_0_chain,478.3527,"116.0706,392.3159,374.3053,356.2948",,"116.0706,392.3159,374.3053,356.2948"
LMST04030199_3-4_0_0_chain,464.337,"392.3159,374.3053,356.2948,102.055",,"392.3159,374.3053,356.2948,102.055"
LMST04030200_3-4_0_0_chain,494.3476,"392.3159,374.3053,356.2948,132.0655,114.055",,"392.3159,374.3053,356.2948,132.0655,114.055"
LMST04030201_1-2_0_0_chain,478.3527,"102.055,406.3316,388.321,370.3104",,"102.055,406.3316,388.321,370.3104"
LMST04030213_14-15_0_0_ring,456.3472,,"425.305,407.2944","425.305,407.2944"
LMST04030213_18-19_0_0_ring,456.3472,,"425.305,407.2944","425.305,407.2944"
LMST04030214_11-12_0_0_ring,514.3527,,"483.3105,465.2999","483.3105,465.2999"
LMST04030214_15-16_0_0_ring,514.3527,,"483.3105,465.2999","483.3105,465.2999"
LMST04030216_25-26_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030217_14-15_0_0_ring,444.3472,,"413.305,395.2944","413.305,395.2944"
LMST04030218_11-12_0_0_ring,444.3472,,"413.305,395.2944","413.305,395.2944"
LMST04030219_13-14_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030221_14-15_0_0_ring,444.3472,,"413.305,395.2944","413.305,395.2944"
LMST04030222_11-12_0_0_ring,444.3472,,"413.305,395.2944","413.305,395.2944"
LMST04030223_11-12_0_0_ring,442.3315,,"411.2893,393.2788","411.2893,393.2788"
LMST04030223_18-19_0_0_ring,442.3315,,"411.2893,393.2788","411.2893,393.2788"
LMST04030224_11-12_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030225_11-12_0_0_ring,446.3628,,"415.3206,397.3101,379.2995","415.3206,397.3101,379.2995"
LMST04030226_14-15_0_0_ring,508.3091,,477.2669,477.2669
LMST04030226_18-19_0_0_ring,508.3091,,477.2669,477.2669
LMST04030227_3-4_0_0_chain,506.2934,"196.0638,340.2635",,"196.0638,340.2635"
LMST04030227_14-15_0_0_ring,506.2934,,475.2512,475.2512
LMST04030227_18-19_0_0_ring,506.2934,,475.2512,475.2512
LMST04030235_24-25_0_0_ring,462.3578,,"431.3156,413.305,395.2944","431.3156,413.305,395.2944"
LMST04030236_28-29_0_0_ring,478.3527,,"447.3105,429.2999,411.2894","447.3105,429.2999,411.2894"
LMST04030237_28-29_0_0_ring,478.3527,,"447.3105,429.2999,411.2894","447.3105,429.2999,411.2894"
LMST04030239_14-15_0_0_ring,460.3421,,"429.2999,411.2894,393.2788","429.2999,411.2894,393.2788"
LMST04030241_14-15_0_0_ring,462.3578,,"431.3156,413.305,395.2944","431.3156,413.305,395.2944"
LMST04030242_23-24_0_0_ring,460.3421,,"429.2999,411.2894,393.2788","429.2999,411.2894,393.2788"
LMST04030243_24-25_0_0_ring,476.337,,"445.2948,427.2843,409.2737","445.2948,427.2843,409.2737"
LMST04030247_27-28_0_0_ring,476.337,,"445.2948,427.2843,409.2737","445.2948,427.2843,409.2737"
LMST04030248_27-28_0_0_ring,478.3527,,"447.3105,429.2999,411.2894","447.3105,429.2999,411.2894"
LMST04030249_27-28_0_0_ring,476.337,,"445.2948,427.2843,409.2737","445.2948,427.2843,409.2737"
LMST04030255_27-28_0_0_ring,474.3214,,"443.2792,425.2686,407.2581","443.2792,425.2686,407.2581"
LMST04030257_27-28_0_0_ring,476.337,,"445.2948,427.2843,409.2737","445.2948,427.2843,409.2737"
LMST04030260_27-28_0_0_ring,476.337,,"445.2948,427.2843,409.2737","445.2948,427.2843,409.2737"
LMST04040005_1-2_0_0_chain,492.3683,"130.0862,112.0757,392.3159,374.3053,356.2948",,"130.0862,112.0757,392.3159,374.3053,356.2948"
LMST04040010_29-30_0_0_ring,618.4,,"587.3578,569.3473,551.3367","587.3578,569.3473,551.3367"
LMST04040010_33-34_0_0_ring,618.4,,"587.3578,569.3473,551.3367","587.3578,569.3473,551.3367"
LMST04040011_19-20_0_0_ring,514.3527,,483.3105,483.3105
LMST04040011_23-24_0_0_ring,514.3527,,483.3105,483.3105
LMST04040012_20-21_0_0_ring,484.3421,,453.2999,453.2999
LMST04040012_24-25_0_0_ring,484.3421,,453.2999,453.2999
LMST04050017_18-19_0_0_ring,404.2431,,"373.2009,355.1904,337.1798","373.2009,355.1904,337.1798"
LMST04050017_22-23_0_0_ring,404.2431,,"373.2009,355.1904,337.1798","373.2009,355.1904,337.1798"
LMST04050018_12-13_0_0_ring,388.2482,,"357.206,339.1955,321.1849","357.206,339.1955,321.1849"
LMST04050018_16-17_0_0_ring,388.2482,,"357.206,339.1955,321.1849","357.206,339.1955,321.1849"
LMST04050019_13-14_0_0_ring,386.269,,355.2268,355.2268
LMST04050019_17-18_0_0_ring,386.269,,355.2268,355.2268
LMST04060012_0-1_0_0_chain,392.3159,"378.3002,360.2897,342.2791",,"378.3002,360.2897,342.2791"
