,mz,diagIonsInChian,diagIonsInRing,characteristicMass,RT,CCS,Standard
LMST01020022_5-6_0_0_chain,638.587022,"114.12772,186.14884,270.24274,369.35156,554.49313",,"114.12772,186.14884,270.24274,369.35156,554.49313",1162.084961,290.8247135,
LMST01020023_24-25_0_0_ring,666.618321,,"367.33591,398.37811,635.57613","367.33591,398.37811,635.57613",1295.449341,299.683078,
LMST01020023_7-8_0_0_chain,666.618321,"142.15902,186.14884,298.27404,369.35156,554.49313",,"142.15902,186.14884,298.27404,369.35156,554.49313",1177.773193,291.8588844,
LMST01020024_23-24_0_0_ring,650.587022,,"367.33591,398.37811,619.54483","367.33591,398.37811,619.54483",1326.985596,292.1255459,
LMST01020024_3-4_0_0_chain,650.587022,"226.18014,282.24274,369.35156,594.52443",,"226.18014,282.24274,369.35156,594.52443",1220.074219,300.1831866,
LMST01020024_6-7_0_0_chain,650.587022,"126.12772,186.14884,282.24274,369.35156,554.49313",,"126.12772,186.14884,282.24274,369.35156,554.49313",1221.759155,291.611868,
LMST01020025_29-30_0_0_ring,736.696567,,"367.33591,398.37811,705.65437","367.33591,398.37811,705.65437",1315.43457,291.9474904,
LMST01020025_8-9_0_0_chain,736.696567,"156.17467,242.21144,368.35228,369.35156,610.55572",,"156.17467,242.21144,368.35228,369.35156,610.55572",1208.035767,291.8308781,
LMST01020026_24-25_0_0_ring,668.63397,,"367.33591,398.37811,637.59177","367.33591,398.37811,637.59177",1249.716553,300.0254394,
LMST01020027_22-23_0_0_ring,640.602672,,"367.33591,398.37811,609.56047","367.33591,398.37811,609.56047",1238.804199,290.2885681,
LMST01020029_11-12_0_0_chain,734.608149,"170.11755,226.18014,366.26387,369.35156,538.46183",,"170.11755,226.18014,366.26387,369.35156,538.46183",1132.358887,290.6635841,
LMST01020029_14-15_0_0_chain,734.608149,"130.08625,266.21144,366.26387,369.35156,498.43053",,"130.08625,266.21144,366.26387,369.35156,498.43053",1121.879639,290.5910875,
LMST01020029_27-28_0_0_ring,734.608149,,"367.33591,398.37811,703.56595","367.33591,398.37811,703.56595",1206.953613,290.5155205,
LMST01020029_5-6_0_0_chain,734.608149,"114.12772,282.16997,366.26387,369.35156,650.51425",,"114.12772,282.16997,366.26387,369.35156,650.51425",1162.776123,298.6961121,
LMST01020029_7-8_0_0_chain,734.608149,"140.14337,256.15432,366.26387,369.35156,624.4986",,"140.14337,256.15432,366.26387,369.35156,624.4986",1197.248291,290.4025655,
LMST01020031_11-12_0_0_chain,728.63397,"192.17467,198.14884,360.28969,369.35156,566.49313",,"192.17467,198.14884,360.28969,369.35156,566.49313",1342.255127,289.874376,
LMST01020031_14-15_0_0_chain,728.63397,"158.11755,232.20596,360.28969,369.35156,526.46183",,"158.11755,232.20596,360.28969,369.35156,526.46183",1342.803589,290.4241659,
LMST01020031_2-3_0_0_chain,728.63397,"318.24274,360.28969,369.35156,686.58702",,"318.24274,360.28969,369.35156,686.58702",1346.019653,290.0748387,
LMST01020031_29-30_0_0_ring,728.63397,,"367.33591,398.37811,697.59177","367.33591,398.37811,697.59177",1425.579468,290.2302543,
LMST01020031_5-6_0_0_chain,728.63397,"112.11207,278.21144,360.28969,369.35156,646.55572",,"112.11207,278.21144,360.28969,369.35156,646.55572",1342.337402,298.0201554,
LMST01020031_8-9_0_0_chain,728.63397,"152.14337,238.18014,360.28969,369.35156,606.52443",,"152.14337,238.18014,360.28969,369.35156,606.52443",1340.941895,290.3820215,
LMST01020032_25-26_0_0_ring,720.665268,,438.4094,438.4094,1184.649414,289.8577588,
LMST01020032_42-43_0_0_chain,720.665268,"367.33591,397.37028,439.41723,678.61832",,"367.33591,397.37028,439.41723,678.61832",1115.990967,290.2859875,
LMST01020032_8-9_0_0_chain,720.665268,"156.17467,186.14884,312.28969,409.38286,594.52443",,"156.17467,186.14884,312.28969,409.38286,594.52443",1096.990234,290.2064922,
LMST01020033_23-24_0_0_ring,692.63397,,438.4094,438.4094,1170.465576,290.0966929,
LMST01020033_40-41_0_0_chain,692.63397,"367.33591,397.37028,439.41723,650.58702",,"367.33591,397.37028,439.41723,650.58702",1099.304443,290.702829,
LMST01020033_6-7_0_0_chain,692.63397,"128.14337,186.14884,284.25839,409.38286,594.52443",,"128.14337,186.14884,284.25839,409.38286,594.52443",1079.625,297.1369987,
LMST01020034_25-26_0_0_ring,678.618321,,396.36246,396.36246,1118.472778,288.6376294,
LMST01020034_39-40_0_0_chain,678.618321,"325.28896,355.32333,397.37028,636.57137",,"325.28896,355.32333,397.37028,636.57137",1110.020874,297.6746645,
LMST01020034_8-9_0_0_chain,678.618321,"156.17467,186.14884,312.28969,367.33591,552.47748",,"156.17467,186.14884,312.28969,367.33591,552.47748",1092.4646,274.4992395,
LMST01020035_23-24_0_0_ring,650.587022,,396.36246,396.36246,1097.817505,276.9504149,
LMST01020035_37-38_0_0_chain,650.587022,"325.28896,355.32333,397.37028,608.54008",,"325.28896,355.32333,397.37028,608.54008",1091.997559,280.8382628,
LMST01020035_6-7_0_0_chain,650.587022,"128.14337,186.14884,284.25839,367.33591,552.47748",,"128.14337,186.14884,284.25839,367.33591,552.47748",1073.127441,297.3156561,
LMST01020036_23-24_0_0_ring,732.577242,,"445.29483,476.33703,701.53505","445.29483,476.33703,701.53505",395.0388184,297.5739737,
LMST01020039_2-3_0_0_chain,648.571373,"238.18014,280.22709,369.35156,606.52443",,"238.18014,280.22709,369.35156,606.52443",1252.50769,296.32767,
LMST01020039_23-24_0_0_ring,648.571373,,"367.33591,398.37811,617.52918","367.33591,398.37811,617.52918",1346.102539,299.8175141,
LMST01020039_5-6_0_0_chain,648.571373,"112.11207,198.14884,280.22709,369.35156,566.49313",,"112.11207,198.14884,280.22709,369.35156,566.49313",1250.115479,297.1401037,
LMST01020039_8-9_0_0_chain,648.571373,"152.14337,158.11755,280.22709,369.35156,526.46183",,"152.14337,158.11755,280.22709,369.35156,526.46183",1249.79834,298.8547544,
LMST01020040_23-24_0_0_ring,650.587022,,"367.33591,398.37811,619.54483","367.33591,398.37811,619.54483",1327.842529,298.0293197,
LMST01020040_5-6_0_0_chain,650.587022,"114.12772,198.14884,282.24274,369.35156,566.49313",,"114.12772,198.14884,282.24274,369.35156,566.49313",1220.935059,297.7800485,
LMST01020040_8-9_0_0_chain,650.587022,"154.15902,158.11755,282.24274,369.35156,526.46183",,"154.15902,158.11755,282.24274,369.35156,526.46183",1222.094116,295.9778799,
LMST01020041_23-24_0_0_ring,652.602672,,"367.33591,398.37811,621.56047","367.33591,398.37811,621.56047",1290.483521,295.1279079,
LMST01020041_8-9_0_0_chain,652.602672,"156.17467,158.11755,284.25839,369.35156,526.46183",,"156.17467,158.11755,284.25839,369.35156,526.46183",1170.575806,294.8321679,
LMST01020042_11-12_0_0_chain,732.665268,"194.19031,200.16449,364.32099,369.35156,568.50878",,"194.19031,200.16449,364.32099,369.35156,568.50878",1294.195557,296.6057573,
LMST01020042_29-30_0_0_ring,732.665268,,"367.33591,398.37811,701.62307","367.33591,398.37811,701.62307",1385.646484,295.988106,
LMST01020042_5-6_0_0_chain,732.665268,"114.12772,280.22709,364.32099,369.35156,648.57137",,"114.12772,280.22709,364.32099,369.35156,648.57137",1293.042603,296.695214,
LMST01020042_8-9_0_0_chain,732.665268,"154.15902,240.19579,364.32099,369.35156,608.54008",,"154.15902,240.19579,364.32099,369.35156,608.54008",1293.757324,289.3662073,
LMST01020043_23-24_0_0_ring,668.63397,,"381.35156,412.39375,637.59177","381.35156,412.39375,637.59177",1130.19104,292.4828824,
LMST01020044_25-26_0_0_ring,696.665268,,"381.35156,412.39375,665.62307","381.35156,412.39375,665.62307",1148.696289,289.5293016,
LMST01020045_27-28_0_0_ring,724.696567,,"381.35156,412.39375,693.65437","381.35156,412.39375,693.65437",1165.167969,293.3275523,
LMST01020046_29-30_0_0_ring,752.727865,,"381.35156,412.39375,721.68567","381.35156,412.39375,721.68567",1179.581055,292.8342882,
LMST01020047_23-24_0_0_ring,682.649619,,"395.36721,426.4094,651.60742","395.36721,426.4094,651.60742",1135.263916,296.8059536,
LMST01020048_25-26_0_0_ring,710.680918,,"395.36721,426.4094,679.63872","395.36721,426.4094,679.63872",1156.07959,294.9282165,
LMST01020049_27-28_0_0_ring,738.712216,,"395.36721,426.4094,707.67002","395.36721,426.4094,707.67002",1172.89624,291.1339054,
LMST01020050_29-30_0_0_ring,766.743514,,"395.36721,426.4094,735.70132","395.36721,426.4094,735.70132",1187.620361,298.1521874,
LMST01020051_29-30_0_0_ring,764.727865,,"393.35156,424.39375,733.68567","393.35156,424.39375,733.68567",1139.32605,298.3625593,
LMST01020051_44-45_0_0_chain,764.727865,"128.14337,297.25766,327.29203,425.40158,666.61832",,"128.14337,297.25766,327.29203,425.40158,666.61832",1192.106689,296.1843086,
LMST01020052_27-28_0_0_ring,736.696567,,"393.35156,424.39375,705.65437","393.35156,424.39375,705.65437",1119.362305,285.4506742,
LMST01020052_42-43_0_0_chain,736.696567,"128.14337,297.25766,327.29203,425.40158,638.58702",,"128.14337,297.25766,327.29203,425.40158,638.58702",1178.716309,284.9714199,
LMST01020053_25-26_0_0_ring,708.665268,,"393.35156,424.39375,677.62307","393.35156,424.39375,677.62307",1095.741089,286.436041,
LMST01020053_40-41_0_0_chain,708.665268,"128.14337,297.25766,327.29203,425.40158,610.55572",,"128.14337,297.25766,327.29203,425.40158,610.55572",1164.131592,287.961968,
LMST01020054_23-24_0_0_ring,680.63397,,"393.35156,424.39375,649.59177","393.35156,424.39375,649.59177",1068.654053,296.8470243,
LMST01020054_38-39_0_0_chain,680.63397,"128.14337,297.25766,327.29203,425.40158,582.52443",,"128.14337,297.25766,327.29203,425.40158,582.52443",1147.871582,296.6906472,
LMST01020055_23-24_0_0_ring,678.618321,,"393.35156,424.39375,647.57613","393.35156,424.39375,647.57613",1098.512207,298.3251557,
LMST01020055_38-39_0_0_chain,678.618321,"128.14337,297.25766,327.29203,425.40158,580.50878",,"128.14337,297.25766,327.29203,425.40158,580.50878",1193.839355,296.0862907,
LMST01020055_8-9_0_0_chain,678.618321,"156.17467,158.11755,284.25839,395.36721,552.47748",,"156.17467,158.11755,284.25839,395.36721,552.47748",1003.152039,297.6220304,
LMST01020056_23-24_0_0_ring,680.63397,,"395.36721,426.4094,649.59177","395.36721,426.4094,649.59177",1170.151367,295.6446043,
LMST01020056_8-9_0_0_chain,680.63397,"156.17467,158.11755,284.25839,397.38286,554.49313",,"156.17467,158.11755,284.25839,397.38286,554.49313",1072.306519,294.4011614,
LMST01020057_23-24_0_0_ring,666.618321,,"381.35156,412.39375,635.57613","381.35156,412.39375,635.57613",1168.302002,295.3417668,
LMST01020057_8-9_0_0_chain,666.618321,"156.17467,158.11755,284.25839,383.36721,540.47748",,"156.17467,158.11755,284.25839,383.36721,540.47748",1062.958496,297.2712174,
LMST01020058_23-24_0_0_ring,664.602672,,"381.35156,412.39375,633.56047","381.35156,412.39375,633.56047",1197.3125,297.1956467,
LMST01020058_5-6_0_0_chain,664.602672,"114.12772,198.14884,282.24274,383.36721,580.50878",,"114.12772,198.14884,282.24274,383.36721,580.50878",1095.588867,295.8195145,
LMST01020058_8-9_0_0_chain,664.602672,"154.15902,158.11755,282.24274,383.36721,540.47748",,"154.15902,158.11755,282.24274,383.36721,540.47748",1096.815918,291.3496062,
LMST01020059_23-24_0_0_ring,678.618321,,"395.36721,426.4094,647.57613","395.36721,426.4094,647.57613",1198.700439,293.9000508,
LMST01020059_5-6_0_0_chain,678.618321,"114.12772,198.14884,282.24274,397.38286,594.52443",,"114.12772,198.14884,282.24274,397.38286,594.52443",1098.440674,294.3940594,
LMST01020059_8-9_0_0_chain,678.618321,"154.15902,158.11755,282.24274,397.38286,554.49313",,"154.15902,158.11755,282.24274,397.38286,554.49313",1099.638306,290.8260507,
LMST01020060_23-24_0_0_ring,676.602672,,"393.35156,424.39375,645.56047","393.35156,424.39375,645.56047",1120.536621,295.4849888,
LMST01020060_38-39_0_0_chain,676.602672,"128.14337,297.25766,327.29203,425.40158,578.49313",,"128.14337,297.25766,327.29203,425.40158,578.49313",1226.878418,295.9640382,
LMST01020060_5-6_0_0_chain,676.602672,"114.12772,198.14884,282.24274,395.36721,592.50878",,"114.12772,198.14884,282.24274,395.36721,592.50878",1025.993774,296.1058161,
LMST01020060_8-9_0_0_chain,676.602672,"154.15902,158.11755,282.24274,395.36721,552.47748",,"154.15902,158.11755,282.24274,395.36721,552.47748",1027.47876,293.3826735,
LMST01020061_2-3_0_0_chain,662.587022,"238.18014,280.22709,383.36721,620.54008",,"238.18014,280.22709,383.36721,620.54008",1118.539795,294.0661512,
LMST01020061_23-24_0_0_ring,662.587022,,"381.35156,412.39375,631.54483","381.35156,412.39375,631.54483",1209.994141,293.4068814,
LMST01020061_5-6_0_0_chain,662.587022,"112.11207,198.14884,280.22709,383.36721,580.50878",,"112.11207,198.14884,280.22709,383.36721,580.50878",1111.727661,294.7178449,
LMST01020061_8-9_0_0_chain,662.587022,"152.14337,158.11755,280.22709,383.36721,540.47748",,"152.14337,158.11755,280.22709,383.36721,540.47748",1114.901367,294.1763629,
LMST01020062_2-3_0_0_chain,676.602672,"238.18014,280.22709,397.38286,634.55572",,"238.18014,280.22709,397.38286,634.55572",1121.110107,293.2344986,
LMST01020062_23-24_0_0_ring,676.602672,,"395.36721,426.4094,645.56047","395.36721,426.4094,645.56047",1212.764648,293.6933078,
LMST01020062_5-6_0_0_chain,676.602672,"112.11207,198.14884,280.22709,397.38286,594.52443",,"112.11207,198.14884,280.22709,397.38286,594.52443",1114.516479,289.8241667,
LMST01020062_8-9_0_0_chain,676.602672,"152.14337,158.11755,280.22709,397.38286,554.49313",,"152.14337,158.11755,280.22709,397.38286,554.49313",1117.360474,295.8756119,
LMST01020063_2-3_0_0_chain,674.587022,"238.18014,280.22709,395.36721,632.54008",,"238.18014,280.22709,395.36721,632.54008",1043.755127,294.7214026,
LMST01020063_23-24_0_0_ring,674.587022,,"393.35156,424.39375,643.54483","393.35156,424.39375,643.54483",1132.532471,295.1742405,
LMST01020063_38-39_0_0_chain,674.587022,"128.14337,297.25766,327.29203,425.40158,576.47748",,"128.14337,297.25766,327.29203,425.40158,576.47748",1244.674805,295.2573843,
LMST01020063_5-6_0_0_chain,674.587022,"112.11207,198.14884,280.22709,395.36721,592.50878",,"112.11207,198.14884,280.22709,395.36721,592.50878",1035.905029,294.050233,
LMST01020063_8-9_0_0_chain,674.587022,"152.14337,158.11755,280.22709,395.36721,552.47748",,"152.14337,158.11755,280.22709,395.36721,552.47748",1040.026489,293.069381,
LMST01020064_25-26_0_0_ring,706.649619,,"393.35156,424.39375,675.60742","393.35156,424.39375,675.60742",1125.761841,293.3756369,
LMST01020064_40-41_0_0_chain,706.649619,"128.14337,297.25766,327.29203,425.40158,608.54008",,"128.14337,297.25766,327.29203,425.40158,608.54008",1209.527588,292.2476666,
LMST01020064_8-9_0_0_chain,706.649619,"156.17467,186.14884,312.28969,395.36721,580.50878",,"156.17467,186.14884,312.28969,395.36721,580.50878",1032.905396,293.432594,
LMST01020065_25-26_0_0_ring,708.665268,,"395.36721,426.4094,677.62307","395.36721,426.4094,677.62307",1190.453003,299.8299278,
LMST01020065_8-9_0_0_chain,708.665268,"156.17467,186.14884,312.28969,397.38286,582.52443",,"156.17467,186.14884,312.28969,397.38286,582.52443",1096.143555,298.9289159,
LMST01020066_25-26_0_0_ring,694.649619,,"381.35156,412.39375,663.60742","381.35156,412.39375,663.60742",1187.213745,299.7991429,
LMST01020066_8-9_0_0_chain,694.649619,"156.17467,186.14884,312.28969,383.36721,568.50878",,"156.17467,186.14884,312.28969,383.36721,568.50878",1086.295044,300.7725163,
LMST01020067_25-26_0_0_ring,692.63397,,"381.35156,412.39375,661.59177","381.35156,412.39375,661.59177",1217.656006,301.0266384,
LMST01020067_5-6_0_0_chain,692.63397,"114.12772,226.18014,310.27404,383.36721,608.54008",,"114.12772,226.18014,310.27404,383.36721,608.54008",1267.570335,299.4662545,
LMST01020067_8-9_0_0_chain,692.63397,"154.15902,186.14884,310.27404,383.36721,568.50878",,"154.15902,186.14884,310.27404,383.36721,568.50878",1263.572135,299.3900377,
LMST01020068_25-26_0_0_ring,706.649619,,"395.36721,426.4094,675.60742","395.36721,426.4094,675.60742",1218.816406,298.3302727,
LMST01020068_5-6_0_0_chain,706.649619,"114.12772,226.18014,310.27404,397.38286,622.55572",,"114.12772,226.18014,310.27404,397.38286,622.55572",1122.570435,298.6858057,
LMST01020068_8-9_0_0_chain,706.649619,"154.15902,186.14884,310.27404,397.38286,582.52443",,"154.15902,186.14884,310.27404,397.38286,582.52443",1123.754883,298.8039485,
LMST01020069_25-26_0_0_ring,704.63397,,"393.35156,424.39375,673.59177","393.35156,424.39375,673.59177",1147.290039,299.8046052,
LMST01020069_40-41_0_0_chain,704.63397,"128.14337,297.25766,327.29203,425.40158,606.52443",,"128.14337,297.25766,327.29203,425.40158,606.52443",1243.044067,300.1792796,
LMST01020069_5-6_0_0_chain,704.63397,"114.12772,226.18014,310.27404,395.36721,620.54008",,"114.12772,226.18014,310.27404,395.36721,620.54008",1056.588135,300.4407248,
LMST01020069_8-9_0_0_chain,704.63397,"154.15902,186.14884,310.27404,395.36721,580.50878",,"154.15902,186.14884,310.27404,395.36721,580.50878",1057.963623,298.0641432,
LMST01020070_2-3_0_0_chain,702.618321,"266.21144,308.25839,395.36721,660.57137",,"266.21144,308.25839,395.36721,660.57137",1075.786499,298.4091373,
LMST01020070_25-26_0_0_ring,702.618321,,"393.35156,424.39375,671.57613","393.35156,424.39375,671.57613",1158.683716,297.8642205,
LMST01020070_40-41_0_0_chain,702.618321,"128.14337,297.25766,327.29203,425.40158,604.50878",,"128.14337,297.25766,327.29203,425.40158,604.50878",1260.516235,298.82084,
LMST01020070_5-6_0_0_chain,702.618321,"112.11207,226.18014,308.25839,395.36721,620.54008",,"112.11207,226.18014,308.25839,395.36721,620.54008",1067.402466,298.3670145,
LMST01020070_8-9_0_0_chain,702.618321,"152.14337,186.14884,308.25839,395.36721,580.50878",,"152.14337,186.14884,308.25839,395.36721,580.50878",1071.396362,297.4827236,
LMST01020071_2-3_0_0_chain,704.63397,"266.21144,308.25839,397.38286,662.58702",,"266.21144,308.25839,397.38286,662.58702",1146.420654,297.783596,
